id
data-select2-id="select2-data-select2-Prk-result-ciru-E8B0B570-8C27-4495-AA69-2BE3A4D531B8" aria-selected="false">PRK PARLIMEN P.078 CAMERON HIGHLANDS, PAHANG (2019)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-n2y8-D9D47CEE-1699-45F4-A058-56A06ECBCA22" role="option" 
data-select2-id="select2-data-select2-Prk-result-n2y8-D9D47CEE-1699-45F4-A058-56A06ECBCA22" aria-selected="false">PRK PARLIMEN P.132 PORT DICKSON, NEGERI SEMBILAN (2018)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-ln9w-07B65EF1-36F5-44CB-82E9-56ABFA81A740" role="option" 
data-select2-id="select2-data-select2-Prk-result-ln9w-07B65EF1-36F5-44CB-82E9-56ABFA81A740" aria-selected="false">PRK DUN N.32 SERI SETIA, SELANGOR (2018)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-42o2-5123FA72-DA8D-44F9-86B3-0220D294B46A" role="option" 
data-select2-id="select2-data-select2-Prk-result-42o2-5123FA72-DA8D-44F9-86B3-0220D294B46A" aria-selected="false">PRK DUN N.27 BALAKONG, SELANGOR (2018)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-k1ov-0C3D037C-0F35-4451-89CB-5F8259E94C3D" role="option" 
data-select2-id="select2-data-select2-Prk-result-k1ov-0C3D037C-0F35-4451-89CB-5F8259E94C3D" aria-selected="false">PRK DUN N.49 SUNGAI KANDIS, SELANGOR (2018)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-re16-9FB6DDB0-F622-4A88-BCFE-D852A6BB8CE3" role="option" 
data-select2-id="select2-data-select2-Prk-result-re16-9FB6DDB0-F622-4A88-BCFE-D852A6BB8CE3" aria-selected="false">PRK DUN N.03 TANJONG DATU, SARAWAK (2017)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-hlig-2EF2306C-FA83-4532-BDDA-8A2461F544AC" role="option" 
data-select2-id="select2-data-select2-Prk-result-hlig-2EF2306C-FA83-4532-BDDA-8A2461F544AC" aria-selected="false">PRK PARLIMEN P.067 KUALA KANGSAR, PERAK (2016)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-hj7l-9A648C73-0EE8-4E1F-ABCA-4E34C4D42490" role="option" 
data-select2-id="select2-data-select2-Prk-result-hj7l-9A648C73-0EE8-4E1F-ABCA-4E34C4D42490" aria-selected="false">PRK PARLIMEN P.093 SUNGAI BESAR, SELANGOR (2016)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-7amz-0394D8A6-5320-4EAA-B2F4-0DE3DFBD8911" role="option" 
data-select2-id="select2-data-select2-Prk-result-7amz-0394D8A6-5320-4EAA-B2F4-0DE3DFBD8911" aria-selected="false">PRK PARLIMEN P.044 PERMATANG PAUH, PULAU PINANG (2015)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-l964-1BB4E343-E983-4E29-AEE3-C0DF3167A18C" role="option" 
data-select2-id="select2-data-select2-Prk-result-l964-1BB4E343-E983-4E29-AEE3-C0DF3167A18C" aria-selected="false">PRK PARLIMEN P.091 ROMPIN, PAHANG (2015)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-7v2o-94F7B624-9FD1-46D9-9FBC-7D92DE60D6B7" role="option" 
data-select2-id="select2-data-select2-Prk-result-7v2o-94F7B624-9FD1-46D9-9FBC-7D92DE60D6B7" aria-selected="false">PRK DUN N.06 CHEMPAKA, KELANTAN (2015)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-5rm5-94F7B003-3C7C-4192-AB88-1BD2CAD9D49F" role="option" 
data-select2-id="select2-data-select2-Prk-result-5rm5-94F7B003-3C7C-4192-AB88-1BD2CAD9D49F" aria-selected="false">PRK DUN N.01 PENGKALAN KUBOR, KELANTAN (2014)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-by15-94F7AA80-1B7C-464F-9DEB-A7D1EE8EB131" role="option" 
data-select2-id="select2-data-select2-Prk-result-by15-94F7AA80-1B7C-464F-9DEB-A7D1EE8EB131" aria-selected="false">PRK PARLIMEN P.076 TELOK INTAN, PERAK (2014)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-v7hx-94F79F70-C1D6-4A98-9ED8-B1D98D4954D4" role="option" 
data-select2-id="select2-data-select2-Prk-result-v7hx-94F79F70-C1D6-4A98-9ED8-B1D98D4954D4" aria-selected="false">PRK PARLIMEN P.051 BUKIT GELUGOR, PULAU PINANG (2014)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-pgnb-94F74686-4329-45CA-95C7-AF0855359C52" role="option" 
data-select2-id="select2-data-select2-Prk-result-pgnb-94F74686-4329-45CA-95C7-AF0855359C52" aria-selected="false">PRK DUN N.51 BALINGIAN, SARAWAK (2014)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-aeeo-94F73EB9-48AE-43E6-91C1-EAFBADD0CB1C" role="option" 
data-select2-id="select2-data-select2-Prk-result-aeeo-94F73EB9-48AE-43E6-91C1-EAFBADD0CB1C" aria-selected="false">PRK DUN N.25 KAJANG, SELANGOR (2014)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-9j6g-4D4001F1-5C0E-4080-9074-EB1F5E9371E6" role="option" 
data-select2-id="select2-data-select2-Prk-result-9j6g-4D4001F1-5C0E-4080-9074-EB1F5E9371E6" aria-selected="false">PRK DUN N.20 SUNGAI LIMAU, KEDAH (2013)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-0j0u-D2409070-D50C-4A3A-ADB2-083EFD5E948B" role="option" 
data-select2-id="select2-data-select2-Prk-result-0j0u-D2409070-D50C-4A3A-ADB2-083EFD5E948B" aria-selected="false">PRK DUN N.01 KUALA BESUT, TERENGGANU (2013)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-863s-94F533F6-D537-4B93-A15C-18A220CA6905" role="option" 
data-select2-id="select2-data-select2-Prk-result-863s-94F533F6-D537-4B93-A15C-18A220CA6905" aria-selected="false">PRK DUN N.28 KERDAU, PAHANG (2011)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-vgj4-94F52BF0-B809-4E2D-8FFB-D1998A50F6FC" role="option" 
data-select2-id="select2-data-select2-Prk-result-vgj4-94F52BF0-B809-4E2D-8FFB-D1998A50F6FC" aria-selected="false">PRK DUN N.27 MERLIMAU, MELAKA (2011)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-21zb-94F3AFFC-1A23-45D4-BD75-2C8D8085524E" role="option" 
data-select2-id="select2-data-select2-Prk-result-21zb-94F3AFFC-1A23-45D4-BD75-2C8D8085524E" aria-selected="false">PRK DUN N.05 TENANG, JOHOR (2011)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-7j0l-94F1C54B-0A4D-436F-8DBD-02F4B6085B8B" role="option" 
data-select2-id="select2-data-select2-Prk-result-7j0l-94F1C54B-0A4D-436F-8DBD-02F4B6085B8B" aria-selected="false">PRK DUN N.45 GALAS, KELANTAN (2010)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-ec2b-63F51543-A154-4E0E-B1F1-9AD86EA1F070" role="option" 
data-select2-id="select2-data-select2-Prk-result-ec2b-63F51543-A154-4E0E-B1F1-9AD86EA1F070" aria-selected="false">PRK PARLIMEN P.185 BATU SAPI, SABAH (2010)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-de21-94F1C1E4-8AB0-4D69-A986-5CFDF32C582F" role="option" 
data-select2-id="select2-data-select2-Prk-result-de21-94F1C1E4-8AB0-4D69-A986-5CFDF32C582F" aria-selected="false">PRK PARLIMEN P.212 SIBU, SARAWAK (2010)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-fxlw-94EFBFAF-57C5-4B1C-92F1-04015B0FCCDE" role="option" 
data-select2-id="select2-data-select2-Prk-result-fxlw-94EFBFAF-57C5-4B1C-92F1-04015B0FCCDE" aria-selected="false">PRK PARLIMEN P.094 HULU SELANGOR, SELANGOR (2010)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-gz82-94EFBB61-4F2E-4F07-AA74-2B9CDD6BE029" role="option" 
data-select2-id="select2-data-select2-Prk-result-gz82-94EFBB61-4F2E-4F07-AA74-2B9CDD6BE029" aria-selected="false">PRK DUN N.31 BAGAN PINANG, NEGERI SEMBILAN (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-7np3-94EFB75C-D222-4698-AF38-F6E8F54FE0E3" role="option" 
data-select2-id="select2-data-select2-Prk-result-7np3-94EFB75C-D222-4698-AF38-F6E8F54FE0E3" aria-selected="false">PRK DUN N.11 PERMATANG PASIR, PULAU PINANG (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-rd5q-94EFA9E4-2E3C-4885-A110-1C59204C2F33" role="option" 
data-select2-id="select2-data-select2-Prk-result-rd5q-94EFA9E4-2E3C-4885-A110-1C59204C2F33" aria-selected="false">PRK DUN N.41 MANEK URAI, KELANTAN (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-hoyu-94EF9EB0-6BE5-4C77-B6A8-DDC0D1BB0103" role="option" 
data-select2-id="select2-data-select2-Prk-result-hoyu-94EF9EB0-6BE5-4C77-B6A8-DDC0D1BB0103" aria-selected="false">PRK DUN N.12 PENANTI, PULAU PINANG (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-cnin-94EF9522-47E0-4EE2-8480-1A26FFEECC2F" role="option" 
data-select2-id="select2-data-select2-Prk-result-cnin-94EF9522-47E0-4EE2-8480-1A26FFEECC2F" aria-selected="false">PRK DUN N.29 BATANG AIR, SARAWAK (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-gkz3-94EF4A29-6663-4424-B21C-A12B3A1AF62A" role="option" 
data-select2-id="select2-data-select2-Prk-result-gkz3-94EF4A29-6663-4424-B21C-A12B3A1AF62A" aria-selected="false">PRK DUN N.25 BUKIT SELAMBAU, KEDAH (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-48it-94EF34B8-DBAC-4FF2-BC2D-A2DA926D2A5C" role="option" 
data-select2-id="select2-data-select2-Prk-result-48it-94EF34B8-DBAC-4FF2-BC2D-A2DA926D2A5C" aria-selected="false">PRK PARLIMEN P.059 BUKIT GANTANG, PERAK (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-09zb-94EF1037-0858-495F-B280-0A7BF6A7904B" role="option" 
data-select2-id="select2-data-select2-Prk-result-09zb-94EF1037-0858-495F-B280-0A7BF6A7904B" aria-selected="false">PRK PARLIMEN P.036 KUALA TERENGGANU, TERENGGANU (2009)</li><li class="select2-results__option select2-results__option--selectable" id="select2-Prk-result-ehjy-94EF4CDB-4AA5-4CB3-ADA7-6CE565A3A5F4" role="option" 
data-select2-id="select2-data-select2-Prk-result-ehjy-94EF4CDB-4AA5-4CB3-ADA7-6CE565A3A5F4" aria-selected="false">PRK PARLIMEN P.044 PERMATANG PAUH, PULAU PINANG (2008)</li></ul>
